Titel,Slug/Item ID,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Namn,Sub-namn??,Bild på vinflaska,Årgång,Typ,Pris,Producent,Druva,Ursprung,Författare,Land,sortiment,Länk till systembolaget,Kort beskrivning,Recension,Intensitet (utseende),Färg,Intensitet (doft),Karaktär (doft),Sötma,Syra,Tanniner,Alkohol,Fyllighet,Intensitet (smak),Karaktär (smak),Avslut,Kvalité,Vinakademins betyg,Lagringsbar?
Kleine Zalze,kleine-zalze,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,638cd0fe94db8b8fd9e369d7,false,false,Sun Dec 04 2022 16:55:26 GMT+0000 (Coordinated Universal Time),Sun Dec 04 2022 16:55:26 GMT+0000 (Coordinated Universal Time),Sun Dec 04 2022 16:55:39 GMT+0000 (Coordinated Universal Time),Kleine Zalze,Pinotage,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/638ccb67fc75b13678e89e83_24658295_800.png,2020,Rött vin,149,Kleine Zalze,pinotage,coastal-region-western-cape,Max-Eriksson,Sydafrika,Fast sortiment,https://www.systembolaget.se/produkt/vin/kleine-zalze-284701/,Kleine Zalze är bra producent från Sydafrika och deras Pinotage är bra för det som vill ha lite riv i vinet. ,"<p id="""">Producenten är Kleine Zalze och druvan är pinotage - en blandning mellan pinot noir och cinsault. Druvan är känd för att ge sträva viner med mörkt frukt och kryddor. Vinet kommer från Sydafrika från de kända vindistriktet Stellenbosch som ligger i coastal region. </p><p>Här har vi ett kaxigt vin med tydliga tanniner. Nosen är vanilj och på tungan mörka bär och förnimbara kryddor. Hade hög förväntningarna på vinet då producenten har levererat över förväntan tidigare. Denna pava nådde inte upp till förväntningarna, till priset av 149kr finns det roligare flaskor. </p>",mellan,rubinröd,mellan,vanilj; morka-plommon,torr,mellan,hög,hög,mellan,mellan,morka-plommon; bjornbar; svart-vitpeppar; torkade-orter,mellan,bra,70,
Knastertorr riesling fårn Alsace,knastertorr-riesling-farn-alsace,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,65fca43e2c2a11cd314badc8,false,false,Thu Mar 21 2024 21:18:54 GMT+0000 (Coordinated Universal Time),Thu Mar 21 2024 21:18:54 GMT+0000 (Coordinated Universal Time),Thu Mar 21 2024 21:18:59 GMT+0000 (Coordinated Universal Time),Trimbach,Riesling,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/65fca40590566675578fbf54_Trimbach.png,2021,Vitt vin,189,Trimbach,riesling,alsace,Max-Eriksson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/trimbach-263901/,,,,,,,,,,,,,,,,87,
Här går kvantitet för kvalitet,kvantitet-kvalitet,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,6354551aa108d20e621ac2fe,false,false,Sat Oct 22 2022 20:39:54 GMT+0000 (Coordinated Universal Time),Sun Nov 20 2022 18:02:54 GMT+0000 (Coordinated Universal Time),Sun Nov 20 2022 18:02:59 GMT+0000 (Coordinated Universal Time),Passicone,Rosso Organico,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/635451b1d0b0a01b729b63e0_20480672_800.png,2022,Rött vin,89,Nordic Sea Winery,primitivo; sangiovese; montepulciano,,Max-Eriksson,Italien,Fast sortiment,https://www.systembolaget.se/produkt/vin/passicone-7216901/,Sällskapsvin till det moderata priset 89kr/liter.,"<p id="""">1 litro?! Chockad när man på Systembolaget möts av enliters-flaska. Vinet är lättdrucket, endimensionellt, sött och...lättdrucket. Här är ett vin som smakar svartvinbärssaft. Går inte att klaga, vinet har sina tillfällen. Känn in publiken och situationen. </p><p id="""">Vinet är från Italien och inte något specifikt området. Lite som när man gör Chicken Nuggets på det som blir över. Druvorna är Primitivo (Zinfandel), Sangiovese och Montepulcino. Klassiska italienska druvor. </p><p id="""">‍</p>",djup,rubinröd,lätt,svarta-vinbar; vanilj; roda-korsbar,halvtorr,låg,mellan,mellan,mellan,mellan,svarta-vinbar; roda-korsbar; vanilj,kort,acceptabel,69,
Lite lyx i vardagen,lite-lyx-i-vardagen,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,635d38a0e5fc3db2c3b4b10b,false,false,Sat Oct 29 2022 14:28:48 GMT+0000 (Coordinated Universal Time),Mon Dec 19 2022 22:25:49 GMT+0000 (Coordinated Universal Time),Mon Dec 19 2022 22:25:49 GMT+0000 (Coordinated Universal Time),Château Mont-Redon,Châteauneuf-du-Pape,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/635d34f5e19fbdca0502f196_8399_400.png,2018,Rött vin,309,Château Mont-Redon,cinsault; counoise; muscardin; vaccarese; grenache; mourvedre; syrah,chateauneuf-du-pape,Fredrik-Gustafson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/chteau-mont-redon-281101/,"Vill du sätta en lyxkant på vardagen? Eller ska du fira något i helgen? Man går sällan fel med vin från Châteauneuf-du-Pape, och detta vinet är ett fint exempel på rent ut sagt bra rödvin.","<p id="""">Vill du sätta en lyxkant på vardagen? Eller ska du fira något i helgen? Man går sällan fel med vin från Châteauneuf-du-Pape, och detta vinet är ett fint exempel på rent ut sagt bra rödvin. Ett säkert kort för att imponera på vem som helst!</p><p id="""">Jag tycker det är svårt att säga något dåligt om detta vinet. För mig känns det som smaken av detta vinet exemplifierar ""bra rött vin"". Det är balanserat, ljuvligt och komplext. Det har alltså många olika smaker, men de gifter sig extremt bra tillsammans. Efter att jag började dricka glaset var det extremt svårt att sluta - man vill bara ha mer &amp;&nbsp;mer. Denna gången testade vi en småflaska - nästa gång blir det en stor!&nbsp;Eller varför inte en magnum?</p>",djup,lila,mellan,lader; ceder; morka-plommon,torr,hög,mellan,mellan,tjock,mellan,morka-plommon; ceder; lader; vanilj; svart-vitpeppar,lång,mycket bra,83,
Ljuvlig blommighet från Sancerre,ljuvlig-blommighet-fran-sancerre,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,635d23ffa959e68e7bfa3150,false,false,Sat Oct 29 2022 13:00:47 GMT+0000 (Coordinated Universal Time),Sun Nov 20 2022 17:53:19 GMT+0000 (Coordinated Universal Time),Sun Nov 20 2022 17:53:30 GMT+0000 (Coordinated Universal Time),Sancerre,Domaine des Vieux Pruniers,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/635d2002b9d52d59c4b6bef3_sancerre.png,2021,Vitt vin,109,Earl Christian Thirot Fournier,Sauvignon-Blanc,sancerre,Max-Eriksson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/sancerre-549402/,"Sauvignon Blanc är mycket bättre än vad du tror. Blommigt och friskt, hur kan man inte tycka om det?","<p id="""">Detta vin kommer från Loiredalen och mer specifikt Sancerre, vilket ligger i centrala delen av Frankrike. Druvan är i regeln Sauvignon Blanc och vinerna blir ofta blommiga och friska. </p><p>När jag smakade på detta vin utbrast jag ""Sacré bleu!"". Näsan möts av en ljuvlig blommighet, smakerna är friska och fruktiga. Aromer som grön frukt, sparris, svartvinbärsblad, och citrus. Je t'aime. </p>",mellan,citrongul,markant,blomma; gras; citron; paron,torr,hög,låg,mellan,mellan,markant,gras; paron; citron,mellan,mycket bra,88,
Mer sekt till folket!,mer-tyska-sekt-till-folket,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63b85c967fc161095e3adf31,false,false,Fri Jan 06 2023 17:38:30 GMT+0000 (Coordinated Universal Time),Fri Jan 06 2023 17:39:17 GMT+0000 (Coordinated Universal Time),Fri Jan 06 2023 17:39:21 GMT+0000 (Coordinated Universal Time),Karl Schaefer,Riesling Sekt,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63b8550c69372daefaf82fdf_Karl-S.png,2020,Mousserande vin,221,Weingut Karl Schaefer,riesling,pfalz,Max-Eriksson,Tyskland,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/karl-schaefer-5834201/,Ett trevligt bubbel där rieslingen visar sig från sin bästa sida,"<p id="""">Producenten är Karl Schaefer och här bjuder de på en sekt producerad enligt traditionelle flaschengärung (flaskmetoden). Vinet kommer från Tyskland närmare bestämt Pfalz. Extra kul med mousserande på riesling - inte det vanligaste men ack så bra.</p><p id="""">Vinet har en hög syra och paletten är citrus, grön frukt, krusbär som paketeras in av en fin mineralitet. För den uppmärksamma finns även färska inslag av jäst.<br>Den största överraskningen var moussen som erövrade munnen. </p><p id="""">Passar bra till fisk med mycket syra och fetare läckerbitar som toast Skagen.</p><p id=""""><br></p>",mellan,guld,lätt,apple; citron,torr,hög,låg,mellan,mellan,mellan,apple; citron; blota-stenar; kex,mellan,mycket bra,79,
Mest prisvärda rosévinet på systembolaget?,mest-prisvarda-rosevinet-pa-systembolaget,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63bb21efcc23897bac547e12,false,false,Sun Jan 08 2023 20:05:03 GMT+0000 (Coordinated Universal Time),Sun Jan 08 2023 20:19:13 GMT+0000 (Coordinated Universal Time),Sun Jan 08 2023 20:19:21 GMT+0000 (Coordinated Universal Time),Longview,Nebbiolo Rosato,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63bb1b67cd94e55156cb1f94_lpngview.png,2021,Rosévin,149,Longview Vineyards,nebbiolo,adelaide-hills,Max-Eriksson,Australien,Fast sortiment,https://www.systembolaget.se/produkt/vin/longview-9342901/,"Att hitta ett riktigt bra rosévin har aldrig varit enkelt, men skam den som ger sig!","<p id="""">Producenten heter Longview Vineyards och vinet kommer från det omtalade Adelaide Hills som ligger i delstaten South Australia. Druvan är den mytomspunna nebbiolo, som för de flesta är mer förknippad med rödvin från Piemonte i Italien. Nebbiolo ger ofta sträva viner med hög syra och smaker av rosor, viol, nypon, mogna körsbär, tobak och kaffe. </p><p id="""">Denna rosé är mycket annat än de klassiska nebbiolo vinerna men också mycket annat än ditt klassiska rosé. Istället för att vara sötsliskig eller helt smaklös - som viss rosé tyvärr kan vara - så bjuder detta vin på en härlig syra och en mer balanserad smakprofil. En elegant smak av jordgubb tillsammans med persika. Ovanligt smakrikt rosé med en lång svans. </p>",mellan,rosa-orange,mellan,ros; jordgubbe,torr,mellan,låg,mellan,mellan,mellan,persika; jordgubbe; ros,lång,mycket bra,89,"Nej, drick direkt"
När man ska fira,nar-man-ska-fira,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63738ea3d7f7f382fe0d7b36,false,false,Tue Nov 15 2022 13:05:39 GMT+0000 (Coordinated Universal Time),Mon Nov 21 2022 13:55:30 GMT+0000 (Coordinated Universal Time),Mon Nov 21 2022 13:55:30 GMT+0000 (Coordinated Universal Time),Pol Roger,Brut Réserve,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63738b04be1aecbc7f631baf_3986_400.png,NV,Mousserande vin,499,Pol Roger,Pinot-Noir; Chardonnay; pinot-meunier,champagne,Fredrik-Gustafson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/pol-roger-754901/,Speciella tillfällen kallar för speciella drycker. Vad är champagne om inte en dryck att fira med?,"<p>Champagne är enbart champagne ifall drycken är från Champagne. Champagne är alltså en lite region i norra delen av Frankrike. Det finns också ett fåtal regler som man måste förhålla sig till om drycken ska få heta champagne. Dels så finns det utvalda druvor som måste användas. Denna flaska är en så kallad Blanc de noir. Vilket betyder att den har både gröna och blåa druvor. De exakta druvorna är Pinot Noir, Pinot Meunier och Chardonnay.</p><p id="""">Detta året har jag varit på ett uppdrag att testa alla stora champagnehusens non-vintage champagne. Många av de som producerar champagne producerar en så kallad non-vintage (NV) champagne varje år. Man blandar champagne från många olika årgångar för att uppnå en konsekvent smak varje år. Det krävs en stor investering från champagnehusen att göra detta, eftersom de måste spara mycket av sin tidigare producerad champagne för att använda för framtidens NV-champagne. </p><p id="""">Sanningen är att denna NV-champagne är den typ som säljs mest för de flesta husen - och blir lite av deras flaggskepp. En flaska som är redo att drickas direkt, som (förhoppningsvis), alltid håller samma kvalité. </p><p id="""">Denna flaska uppfyller alla förväntningar man har på riktigt bra champagne. Det finns massvis med små bubblor. Smaken är av äpple och brioche. Det är bra. Mycket bättre än många av de andra husen enligt mig. </p><p id="""">Pol är en vän som alltid går att lita på.</p>",mellan,citrongul,mellan,apple; brod; kex; citron,torr,hög,låg,mellan,tunn,mellan,brod; kex; apple; citron,mellan,mycket bra,86,
Naturvin som inte är grumligt,naturvin-som-inte-ar-grumligt,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63dcfad52156a76eddce7194,false,false,Fri Feb 03 2023 12:15:17 GMT+0000 (Coordinated Universal Time),Fri Feb 03 2023 12:16:53 GMT+0000 (Coordinated Universal Time),Fri Feb 03 2023 12:16:53 GMT+0000 (Coordinated Universal Time),Terroir Sauvage,Blanc,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63dcf2d46f11480c081de4f6_24627962_400.png,2020,Vitt vin,121,The Company of Urban wines And Other Liquids Sweden AB,viognier; vermentino; roussane,languedoc-roussillon,Fredrik-Gustafson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/terroir-sauvage-5309801/,Om du någonsin varit nyfiken på naturvin så är detta perfekta vinet att testa!,"<p><strong>Produktionsmetod:</strong></p><p>Naturvin och biodynamisk odling.</p><p><strong>Passar till</strong></p><p></p><p>Tapas, fisk, vegetariskt, fläsk. Hade gärna druckit detta med en Pasta aglio e olio.</p><p><strong>Prisvärt?</strong></p><p>Jag hade definitivt köpt detta vinet igen, för 121kr så erbjuder det en väldigt unik upplevelse.</p><p><strong>Övriga tankar:</strong></p><p>Detta är ett av få naturviner jag druckit och har gjort mig mer nyfiken på vad som mer finns där ute!</p>",blek,citrongul,markant,citron; mandel; blomma,torr,mellan,låg,mellan,mellan,mellan,citron; aprikos; paron,mellan,bra,77,Drick inom 2 år
Nobelmiddagens vin,nobelmiddagens-vin,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,6408bdfdb8c50c6c752621f1,false,false,Wed Mar 08 2023 16:55:25 GMT+0000 (Coordinated Universal Time),Fri Mar 10 2023 15:40:30 GMT+0000 (Coordinated Universal Time),Mon Mar 13 2023 13:25:17 GMT+0000 (Coordinated Universal Time),Lunadoro,Pagliareto Vino Nobile di Montepulciano,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/6408ba6744ccda6c2ae52f3f_24420686_400.png,2018,Rött vin,219,Soc. Agr.Lunadoro S.r.l.,sangiovese,vino-nobile-di-montepulciano-toscana,Fredrik-Gustafson,Italien,Fast sortiment,https://www.systembolaget.se/produkt/vin/lunadoro-7848401/,Är det vinet okej för nobelmiddagen är det antagligen okej för oss andra också!,"<p id=""""><strong id="""">Produktionsmetod:</strong>‍<br>Vinet har lagrats minst två år på franska fat och ett halvår på flaska.</p><p id=""""><strong id="""">Passar till:</strong><br>Italiensk mat! Helst kött eller lagrad ost, men passar även till t.ex pasta pomodoro. Jag avnjöt till en ost- &amp; charkbricka vilket var en ljuvlig kombination.</p><p id=""""><strong id="""">Prisvärt?</strong><br>Ja! Letar du efter en pricksäker Sangiovese behöver du inte leta längre.</p><p id=""""><strong id="""">Övriga tankar:</strong><br>Är det vinet okej för nobelmiddagen är det antagligen okej för oss andra också! Se till att dricka vinet till någon mat ifall du testar själv. Utan mat så tar alkohol och tanniner över upplevelsen.</p>",mellan,rubinröd,mellan,roda-korsbar; roda-plommon; ceder,torr,hög,mellan,hög,mellan,mellan,roda-korsbar; viol; svart-vitpeppar; lader,mellan,mycket bra,85,"Ja, 2-3 år"
Nypon & grapefrukt på flaskan! ,nypon-grapefrukt-pa-flaskan,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,64772ef15ec7149bddbae3a9,false,false,Wed May 31 2023 11:26:41 GMT+0000 (Coordinated Universal Time),Wed May 31 2023 11:31:25 GMT+0000 (Coordinated Universal Time),Wed May 31 2023 11:31:32 GMT+0000 (Coordinated Universal Time),Meinklang,Graupert,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/64773007112726fd8960885d_24556206_400.png,2020,Orangevin,179,Meinklang,pinot-gris,osterrike,Max-Eriksson,Österrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/meinklang-5014501/,"Sugen på ett orangevin som jag vill påstå faller de flesta i smaken! Graupert är ett kanon alternativ, antingen som aperitif till till mat! ","<p id="""">Orangevin kan vara en riktig vattendelare, vissa älskar det andra not so much! Här är ett vin som jag vill påstå faller de flesta i smaken trots färg! Hög syra, pärlande och mycket smak. Vi hittar nypon, blodapelsin, grapefrukt och lite röda mogna äpplen. <br></p><p id="""">Vinet passar utmärkt som en lite roligare aperitif eller till mat. Vinterstaden vinet till apelsinkyckling vilket passade mycket bra. Ett annat alternativ är att para vinet med grillade stenfrukter som persika, nektarin eller aprikos och till det något krämig ost som ricotta eller mozzarella! </p><p>‍</p>",djup,orange,mellan,aprikos; grapefrukt; apple,torr,hög,låg,mellan,mellan,markant,aprikos; grapefrukt; apple; nektarin; apelsin,lång,,92,"Nej, drick direkt"
Överhypat tillskott på fasta sortimentet,overhypat-tillskott-pa-fasta-sortimentet,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,6354034a4d0d4155e2963df3,false,false,Sat Oct 22 2022 14:50:50 GMT+0000 (Coordinated Universal Time),Sat Oct 22 2022 14:50:50 GMT+0000 (Coordinated Universal Time),Sat Oct 22 2022 14:50:50 GMT+0000 (Coordinated Universal Time),Parajes del Valle,Monastrell,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/6353f9f071b74a8fdaf51e18_26400969_400.png,2021,Rött vin,99,Parajes del Valle Bodegas y Viñedos S.L,mourvedre,jumilla-murcia,Fredrik-Gustafson,Spanien,Fast sortiment,https://www.systembolaget.se/produkt/vin/parajes-del-valle-253201/,Ett av vinerna som är en nyhet till det fasta sortimentet i september 2022. Efter att ha hört många lovord om detta vin var jag nyfiken att testa - men blev inte imponerad.,"<p id="""">Denna flaska är ett nytt tillskott till det fasta sortimentet från och med 1 september 2022. </p><p id="""">Jag hade hört mycket gott om just denna flaska så när jag såg den på hyllan fanns det ingen tvivel om att jag behövde testa för mig själv. Doften är ljuvlig, det ska den få. Mycket frukt, mörka bär och fat. Men när vinet kommer in i munnen blev jag snabbt missnöjd. Rent kvalitativt är det inget större fel på vinet - men det är en smak som inte passar min palett. Alkohol och syran sticker iväg och vinet är aggressivt. Mycket körsbär och mer åt det torkade hållet. </p><p id="""">Jag tycker inte det är något speciellt med detta vin alls. Nej det är inte ett dåligt vin, men för min del så satte jag på korken igen och öppnade en ny flaska.</p><p id="""">Om ni vill testa detta vinet rekommenderar jag starkt att ni dekanterar och får in mycket syre i vinet innan ni dricker.</p>",mellan,rubinröd,mellan,roda-korsbar; hallon; viol; ceder,torr,hög,mellan,hög,mellan,mellan,roda-korsbar; roda-plommon; viol,mellan,bra,63,
Pangigt och pricksäkert Shiraz,pangigt-och-pricksakert-shiraz,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,640c527d44ffd0f6bf930b92,false,false,Sat Mar 11 2023 10:05:49 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 13:39:43 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 13:39:43 GMT+0000 (Coordinated Universal Time),Penfolds Kalimna Bin 28,Shiraz,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/640c52223ecaf8340a335d94_14797_400.png,2020,Rött vin,249,Penfolds,syrah-shiraz,south-eastern-australia,Fredrik-Gustafson,Australien,Fast sortiment,https://www.systembolaget.se/produkt/vin/penfolds-kalimna-bin-28-1632001/,Vill du veta hur australiensk shiraz smakar? Look no further.,"<p id=""""><strong id="""">Produktionsmetod:</strong><br>Vinet har lagrats 12 månader på amerikanska ekfat.</p><p id=""""><strong id="""">Passar till:</strong><br>Serveras med fördel till smakrika kötträtter, t.ex grillat. Vinet har en kraftig smakprofil så man behöver balansera upp detta. Inte för mycket hetta bara!</p><p id=""""><strong id="""">Prisvärt?<br>‍</strong>Vinet är inte det billigaste, men du kommer heller inte bli missnöjd. Finns säkert mer prisvärda flaskor, men det här är ett väldigt säkert kort.</p><p id=""""><strong id="""">Övriga tankar:</strong><br>Note to self - borde dricka mer vin från Australien.</p>",djup,lila,mellan,morka-plommon; vanilj; lader,torr,hög,mellan,hög,tjock,mellan,bjornbar; ceder; svart-vitpeppar,lång,mycket bra,87,"ja, 8-10 år - men redo att drickas idag."
Perfekt för den som vill känna sig fina utan att spräcka plånboken,perfekt-for-dem-som-vill-kanna-sig-fina-utan-att-spracka-planboken,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,63f27c21513dc4e316acaf82,false,false,Sun Feb 19 2023 19:44:33 GMT+0000 (Coordinated Universal Time),Sun Feb 19 2023 20:25:25 GMT+0000 (Coordinated Universal Time),Sun Feb 19 2023 20:25:32 GMT+0000 (Coordinated Universal Time),Leth,Grüner Veltliner Familien Reserve,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/63f276bcf5acbcaaca746eb8_Leth.png,2021,Vitt vin,131,Weingut Leth,gruner-veltliner,wagram-niederosterreich,Max-Eriksson,Österrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/leth-7657001/,"Jag provade nyligen Leth Grüner Veltliner Familien Reserve och det var som en fest i munnen, och alla var inbjudna","<p id="""">Jag provade nyligen Leth Grüner Veltliner Familien Reserve och det var som en fest i &nbsp;munnen, och alla var inbjudna! Vinet hade charmen som en vältalig politiker, men utan korruption.</p><p id="""">Doften var som en bukett blommor, inslag av citron, grönt äpple och en nypa attityd. Vinet är fylligt med tydlig syra och komplex smakprofil. Toner av grönt äpple, citrus, vit peppar och en subtil mineralitet. Ett mångsidigt vin som passar bra till ett brett utbud av maträtter. Själv intogs den till en bit schnitzel vilket var en magisk kombo.</p><p>Sammanfattningsvis är Leth Grüner Veltliner Familien Reserve ett läckert och välkonstruerat vin som säkerligen imponerar både på avslappnade vinälskare och kunniga connaisseurer. Rekommenderas starkt!</p>",mellan,guld,mellan,apple; citron,torr,mellan,låg,mellan,mellan,mellan,apple; citron; svart-vitpeppar; blota-stenar,mellan,mycket bra,84,"Nej, drick direkt"
En bubblare som överaskar ,philippe-de-nantheuil,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,634fd5af48f4dc821762c9cb,false,false,Wed Oct 19 2022 10:47:11 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 18:50:03 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 18:50:08 GMT+0000 (Coordinated Universal Time),Philippe De Nantheuil,Brut,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/634fd34cefa3012f2e9e8bcf_Skumpa.png,NV,Mousserande vin,219,CVC NF,pinot-meunier; Pinot-Noir; Chardonnay,champagne,Max-Eriksson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/philippe-de-nantheuil-7726201/,En bra champagne med tanke på vad du växlar in. Balanserad och elegant.,"<p id="""">Vinet kommer från Champagne, vilket vid det här laget inte behöver någon närmare beskrivning. Druvorna är 40% pinot meunier, 35% pinot noir och 25% chardonnay, vilket är en klassisk Champagne bladning. </p><p id="""">Philippe De Nantheuil är väldigt bra för sin prislapp. Inget som får dig att ramla av stolen men bra balanserad, lite mer blygsam i smaker och intensitet men helheten är fin. Så är du ute efter en billigare champagne så har du här ett mycket bra alternativ. Varsågod och smaklig måltid!</p>",mellan,guld,mellan,apple; citron; kex,torr,mellan,låg,mellan,mellan,mellan,kex; grapefrukt; apple; citron,mellan,bra,75,
Prisvärd Blanc de Noirs,prisvard-blanc-de-noirs,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,65fca4eb43501da64bbc2d4f,false,false,Thu Mar 21 2024 21:21:47 GMT+0000 (Coordinated Universal Time),Thu Mar 21 2024 21:21:47 GMT+0000 (Coordinated Universal Time),Thu Mar 21 2024 21:21:54 GMT+0000 (Coordinated Universal Time),André Clouet,Grande Réserve,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/65fca498ff56d09073ccd8d3_AC.png,NV,Mousserande vin,349,André Clouet,Pinot-Noir,champagne,Max-Eriksson,Frankrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/andre-clouet-768601/,,,,,,,,,,,,,,,,87,
Prisvärd och otroligt frisk Riesling,prisvard-och-otroligt-frisk-riesling,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,6367afc72529d143b9313e8e,false,false,Sun Nov 06 2022 12:59:51 GMT+0000 (Coordinated Universal Time),Sun Nov 06 2022 12:59:51 GMT+0000 (Coordinated Universal Time),Sun Nov 06 2022 13:00:01 GMT+0000 (Coordinated Universal Time),Leth,Riesling Selection,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/6367ad8585ecb411b49e2df3_25754860_400.png,2021,Vitt vin,99,Weingut Leth,riesling,niederosterreich,Fredrik-Gustafson,Österrike,Fast sortiment,https://www.systembolaget.se/produkt/vin/leth-258101/,Frisk! Päronsplitt. Men torr! Väldigt uppskattad.,"<p>Päronsplitt deluxe. Vinet är superfriskt och torrt men mycket päronsmak. Doften är den klassiska riesling-doften. Väldigt bra för 99:-. Österrike är prisvärt, hör och häpna!</p>",blek,citrongul,mellan,paron; apple; citron; bensin,torr,hög,låg,mellan,tunn,mellan,paron,kort,bra,78,
Tillfälligt sortiement med höga förväntningar,prologue-labruyere,63011877e2abc526bcc215a8,653ad6a7e882f528b33c1eef,634bca9e894ac430a98526cd,false,false,Sun Oct 16 2022 09:10:54 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 19:08:26 GMT+0000 (Coordinated Universal Time),Wed Nov 23 2022 19:17:44 GMT+0000 (Coordinated Universal Time),Prologue,Labruyère,https://uploads-ssl.webflow.com/62bde72a3afae280fa750baa/634c4ae4feb1d6f23d9144cc_24995358_400.png,NV,Mousserande vin,369,Champagne J.M. Labruyère,Pinot-Noir; Chardonnay,champagne,Max-Eriksson,Frankrike,Tillfälligt sortiment,https://www.systembolaget.se/produkt/vin/prologue-9474501/,"Det är en champagne, men vi hade hoppats på mer...","<p>En smakrik champagne gjord på 70% pinot noir och 30% chardonnay, vilket känns i smaken. För en som gillar Blanc de Noirs, är detta positiva nyheter. Den blåa druvan pinot noir ger ger ofta dessa viner lite mer struktur. Smakerna som kommer fram är bröd, röda äpplen och citrus. Kul för att vidga ens champagneportfölj men ska du bara dricka en flaska champagne i livet så finns det bättre fiskar att fånga.</p>",mellan,guld,markant,brod; apple; citron; grapefrukt,torr,mellan,låg,mellan,mellan,mellan,brod; citron; grapefrukt; apple,mellan,bra,79,
